📺央视频道,#genre#
CCTV1,http://122.114.131.154:4000/hls/1/index.m3u8
CCTV2,http://122.114.131.154:4000/hls/2/index.m3u8
CCTV3,http://122.114.131.154:4000/hls/3/index.m3u8
CCTV4,http://122.114.131.154:4000/hls/4/index.m3u8
CCTV5,http://122.114.131.154:4000/hls/5/index.m3u8
CCTV6,http://122.114.131.154:4000/hls/6/index.m3u8
CCTV7,http://122.114.131.154:4000/hls/7/index.m3u8
CCTV8,http://122.114.131.154:4000/hls/8/index.m3u8
CCTV9,http://122.114.131.154:4000/hls/9/index.m3u8
CCTV10,http://122.114.131.154:4000/hls/10/index.m3u8
CCTV11,http://122.114.131.154:4000/hls/11/index.m3u8
CCTV12,http://122.114.131.154:4000/hls/12/index.m3u8
CCTV13,http://122.114.131.154:4000/hls/13/index.m3u8
CCTV14,http://122.114.131.154:4000/hls/14/index.m3u8
CCTV15,http://122.114.131.154:4000/hls/15/index.m3u8
CCTV5+,http://122.114.131.154:4000/hls/16/index.m3u8
CCTV1,http://222.142.187.4:9003/hls/1/index.m3u8
CCTV2,http://222.142.187.4:9003/hls/2/index.m3u8
CCTV3,http://222.142.187.4:9003/hls/21/index.m3u8
CCTV5+,http://222.142.187.4:9003/hls/3/index.m3u8
CCTV6,http://222.142.187.4:9003/hls/23/index.m3u8
CCTV7,http://222.142.187.4:9003/hls/4/index.m3u8
CCTV14,http://222.142.187.4:9003/hls/8/index.m3u8
CCTV9,http://222.142.187.4:9003/hls/5/index.m3u8
CCTV10,http://222.142.187.4:9003/hls/6/index.m3u8
CCTV12,http://222.142.187.4:9003/hls/7/index.m3u8
CCTV1,http://1.24.39.180:808/hls/1/index.m3u8
CCTV2,http://1.24.39.180:808/hls/2/index.m3u8
CCTV3,http://1.24.39.180:808/hls/3/index.m3u8
CCTV4,http://1.24.39.180:808/hls/4/index.m3u8
CCTV5,http://1.24.39.180:808/hls/5/index.m3u8
CCTV6,http://1.24.39.180:808/hls/6/index.m3u8
CCTV7,http://1.24.39.180:808/hls/7/index.m3u8
CCTV8,http://1.24.39.180:808/hls/8/index.m3u8
CCTV9,http://1.24.39.180:808/hls/9/index.m3u8
CCTV10,http://1.24.39.180:808/hls/10/index.m3u8
CCTV11,http://1.24.39.180:808/hls/11/index.m3u8
CCTV12,http://1.24.39.180:808/hls/12/index.m3u8
CCTV13,http://1.24.39.180:808/hls/13/index.m3u8
CCTV14,http://1.24.39.180:808/hls/14/index.m3u8
CCTV15,http://1.24.39.180:808/hls/15/index.m3u8
CCTV1,http://125.44.167.85:8888/hls/1/index.m3u8
CCTV2,http://125.44.167.85:8888/hls/2/index.m3u8
CCTV3,http://125.44.167.85:8888/hls/21/index.m3u8
CCTV5+,http://125.44.167.85:8888/hls/3/index.m3u8
CCTV6,http://125.44.167.85:8888/hls/23/index.m3u8
CCTV7,http://125.44.167.85:8888/hls/4/index.m3u8
CCTV14,http://125.44.167.85:8888/hls/8/index.m3u8
CCTV9,http://125.44.167.85:8888/hls/5/index.m3u8
CCTV10,http://125.44.167.85:8888/hls/6/index.m3u8
CCTV12,http://125.44.167.85:8888/hls/7/index.m3u8
CCTV1,http://42.84.61.248:81/hls/1/index.m3u8
CCTV2,http://42.84.61.248:81/hls/2/index.m3u8
CCTV3,http://42.84.61.248:81/hls/3/index.m3u8
CCTV4,http://42.84.61.248:81/hls/4/index.m3u8
CCTV5,http://42.84.61.248:81/hls/5/index.m3u8
CCTV6,http://42.84.61.248:81/hls/6/index.m3u8
CCTV7,http://42.84.61.248:81/hls/7/index.m3u8
CCTV8,http://42.84.61.248:81/hls/8/index.m3u8
CCTV9,http://42.84.61.248:81/hls/9/index.m3u8
CCTV10,http://42.84.61.248:81/hls/10/index.m3u8
CCTV11,http://42.84.61.248:81/hls/11/index.m3u8
CCTV12,http://42.84.61.248:81/hls/12/index.m3u8
CCTV13,http://42.84.61.248:81/hls/13/index.m3u8
CCTV14,http://42.84.61.248:81/hls/14/index.m3u8
CCTV15,http://42.84.61.248:81/hls/15/index.m3u8
CCTV16,http://42.84.61.248:81/hls/16/index.m3u8
CCTV17,http://42.84.61.248:81/hls/17/index.m3u8
CCTV5+,http://42.84.61.248:81/hls/18/index.m3u8
CCTV高尔夫·网球,http://42.84.61.248:81/hls/60/index.m3u8
CCTV央视台球,http://42.84.61.248:81/hls/64/index.m3u8
CCTV4,http://42.84.61.248:81/hls/73/index.m3u8
CCTV4,http://42.84.61.248:81/hls/74/index.m3u8
📺其他频道,#genre#
1,http://39.89.15.141:8083/hls/1/index.m3u8
2,http://39.89.15.141:8083/hls/2/index.m3u8
3,http://39.89.15.141:8083/hls/3/index.m3u8
4,http://39.89.15.141:8083/hls/4/index.m3u8
5,http://39.89.15.141:8083/hls/5/index.m3u8
6,http://39.89.15.141:8083/hls/6/index.m3u8
7,http://39.89.15.141:8083/hls/7/index.m3u8
8,http://39.89.15.141:8083/hls/8/index.m3u8
9,http://39.89.15.141:8083/hls/9/index.m3u8
10,http://39.89.15.141:8083/hls/10/index.m3u8
11,http://39.89.15.141:8083/hls/11/index.m3u8
12,http://39.89.15.141:8083/hls/12/index.m3u8
13,http://39.89.15.141:8083/hls/13/index.m3u8
14,http://39.89.15.141:8083/hls/14/index.m3u8
15,http://39.89.15.141:8083/hls/15/index.m3u8
16,http://39.89.15.141:8083/hls/16/index.m3u8
10,http://39.89.15.141:8083/hls/10/index.m3u8
1,http://112.226.35.5:8082/hls/1/index.m3u8
2,http://112.226.35.5:8082/hls/2/index.m3u8
3,http://112.226.35.5:8082/hls/3/index.m3u8
4,http://112.226.35.5:8082/hls/4/index.m3u8
5,http://112.226.35.5:8082/hls/5/index.m3u8
6,http://112.226.35.5:8082/hls/6/index.m3u8
7,http://112.226.35.5:8082/hls/7/index.m3u8
8,http://112.226.35.5:8082/hls/8/index.m3u8
9,http://112.226.35.5:8082/hls/9/index.m3u8
10,http://112.226.35.5:8082/hls/10/index.m3u8
11,http://112.226.35.5:8082/hls/11/index.m3u8
12,http://112.226.35.5:8082/hls/12/index.m3u8
13,http://112.226.35.5:8082/hls/13/index.m3u8
14,http://112.226.35.5:8082/hls/14/index.m3u8
15,http://112.226.35.5:8082/hls/15/index.m3u8
16,http://112.226.35.5:8082/hls/16/index.m3u8
