📺央视频道,#genre#
CCTV1,http://58.249.142.219:808/hls/1/index.m3u8
CCTV2,http://58.249.142.219:808/hls/2/index.m3u8
CCTV3,http://58.249.142.219:808/hls/3/index.m3u8
CCTV4,http://58.249.142.219:808/hls/4/index.m3u8
CCTV5,http://58.249.142.219:808/hls/5/index.m3u8
CCTV6,http://58.249.142.219:808/hls/6/index.m3u8
CCTV7,http://58.249.142.219:808/hls/7/index.m3u8
CCTV8,http://58.249.142.219:808/hls/8/index.m3u8
CCTV9,http://58.249.142.219:808/hls/9/index.m3u8
CCTV10,http://58.249.142.219:808/hls/10/index.m3u8
CCTV11,http://58.249.142.219:808/hls/11/index.m3u8
CCTV12,http://58.249.142.219:808/hls/12/index.m3u8
CCTV13,http://58.249.142.219:808/hls/13/index.m3u8
CCTV14,http://58.249.142.219:808/hls/14/index.m3u8
CCTV15,http://58.249.142.219:808/hls/15/index.m3u8
CCTV17,http://58.249.142.219:808/hls/16/index.m3u8
CCTV1,http://219.139.124.61:8089/hls/1/index.m3u8
CCTV2,http://219.139.124.61:8089/hls/2/index.m3u8
CCTV3,http://219.139.124.61:8089/hls/3/index.m3u8
CCTV5,http://219.139.124.61:8089/hls/5/index.m3u8
CCTV6,http://219.139.124.61:8089/hls/6/index.m3u8
CCTV7,http://219.139.124.61:8089/hls/7/index.m3u8
CCTV8,http://219.139.124.61:8089/hls/8/index.m3u8
CCTV4,http://219.139.124.61:8089/hls/40/index.m3u8
CCTV1,http://210.76.37.157:1234/hls/11/index.m3u8
CCTV2,http://210.76.37.157:1234/hls/12/index.m3u8
CCTV3,http://210.76.37.157:1234/hls/13/index.m3u8
CCTV4,http://210.76.37.157:1234/hls/14/index.m3u8
CCTV5,http://210.76.37.157:1234/hls/15/index.m3u8
CCTV6,http://210.76.37.157:1234/hls/16/index.m3u8
CCTV7,http://210.76.37.157:1234/hls/17/index.m3u8
CCTV8,http://210.76.37.157:1234/hls/18/index.m3u8
CCTV9,http://210.76.37.157:1234/hls/19/index.m3u8
CCTV10,http://210.76.37.157:1234/hls/20/index.m3u8
CCTV11,http://210.76.37.157:1234/hls/21/index.m3u8
CCTV12,http://210.76.37.157:1234/hls/22/index.m3u8
CCTV13,http://210.76.37.157:1234/hls/23/index.m3u8
CCTV14,http://210.76.37.157:1234/hls/24/index.m3u8
CCTV15,http://210.76.37.157:1234/hls/25/index.m3u8
CCTV16,http://210.76.37.157:1234/hls/26/index.m3u8
CCTV17,http://210.76.37.157:1234/hls/27/index.m3u8
CCTV5+,http://210.76.37.157:1234/hls/28/index.m3u8
CCTV-发现之旅,http://210.76.37.157:1234/hls/76/index.m3u8
CCTV1,http://27.129.145.110:4433/hls/1/index.m3u8
CCTV2,http://27.129.145.110:4433/hls/2/index.m3u8
CCTV3,http://27.129.145.110:4433/hls/3/index.m3u8
CCTV4,http://27.129.145.110:4433/hls/4/index.m3u8
CCTV5,http://27.129.145.110:4433/hls/5/index.m3u8
CCTV6,http://27.129.145.110:4433/hls/6/index.m3u8
CCTV7,http://27.129.145.110:4433/hls/7/index.m3u8
CCTV8,http://27.129.145.110:4433/hls/8/index.m3u8
CCTV9,http://27.129.145.110:4433/hls/9/index.m3u8
CCTV10,http://27.129.145.110:4433/hls/10/index.m3u8
CCTV11,http://27.129.145.110:4433/hls/11/index.m3u8
CCTV12,http://27.129.145.110:4433/hls/12/index.m3u8
CCTV13,http://27.129.145.110:4433/hls/13/index.m3u8
CCTV14,http://27.129.145.110:4433/hls/14/index.m3u8
CCTV15,http://27.129.145.110:4433/hls/15/index.m3u8
CCTV16,http://27.129.145.110:4433/hls/16/index.m3u8
CCTV17,http://27.129.145.110:4433/hls/17/index.m3u8
CCTV1,http://122.114.131.154:4060/hls/1/index.m3u8
