📺央视频道,#genre#
CCTV1,http://125.44.165.222:8888/hls/1/index.m3u8
CCTV2,http://125.44.165.222:8888/hls/2/index.m3u8
CCTV3,http://125.44.165.222:8888/hls/21/index.m3u8
CCTV5+,http://125.44.165.222:8888/hls/3/index.m3u8
CCTV6,http://125.44.165.222:8888/hls/23/index.m3u8
CCTV7,http://125.44.165.222:8888/hls/4/index.m3u8
CCTV14,http://125.44.165.222:8888/hls/8/index.m3u8
CCTV9,http://125.44.165.222:8888/hls/5/index.m3u8
CCTV10,http://125.44.165.222:8888/hls/6/index.m3u8
CCTV12,http://125.44.165.222:8888/hls/7/index.m3u8
CCTV1,http://112.255.122.45:9001/hls/1/index.m3u8
CCTV2,http://112.255.122.45:9001/hls/2/index.m3u8
CCTV3,http://112.255.122.45:9001/hls/3/index.m3u8
CCTV4,http://112.255.122.45:9001/hls/4/index.m3u8
CCTV5,http://112.255.122.45:9001/hls/5/index.m3u8
CCTV5+,http://112.255.122.45:9001/hls/6/index.m3u8
CCTV6,http://112.255.122.45:9001/hls/7/index.m3u8
CCTV7,http://112.255.122.45:9001/hls/8/index.m3u8
CCTV8,http://112.255.122.45:9001/hls/9/index.m3u8
CCTV9,http://112.255.122.45:9001/hls/10/index.m3u8
CCTV10,http://112.255.122.45:9001/hls/11/index.m3u8
CCTV11,http://112.255.122.45:9001/hls/12/index.m3u8
CCTV12,http://112.255.122.45:9001/hls/13/index.m3u8
CCTV13,http://112.255.122.45:9001/hls/14/index.m3u8
CCTV1,http://106.46.68.231:8888/hls/1/index.m3u8
CCTV2,http://106.46.68.231:8888/hls/2/index.m3u8
CCTV3,http://106.46.68.231:8888/hls/3/index.m3u8
CCTV4,http://106.46.68.231:8888/hls/4/index.m3u8
CCTV5,http://106.46.68.231:8888/hls/5/index.m3u8
CCTV6,http://106.46.68.231:8888/hls/6/index.m3u8
CCTV7,http://106.46.68.231:8888/hls/7/index.m3u8
CCTV8,http://106.46.68.231:8888/hls/8/index.m3u8
CCTV9,http://106.46.68.231:8888/hls/9/index.m3u8
CCTV10,http://106.46.68.231:8888/hls/10/index.m3u8
CCTV11,http://106.46.68.231:8888/hls/11/index.m3u8
CCTV12,http://106.46.68.231:8888/hls/12/index.m3u8
CCTV13,http://106.46.68.231:8888/hls/13/index.m3u8
CCTV14,http://106.46.68.231:8888/hls/14/index.m3u8
CCTV15,http://106.46.68.231:8888/hls/15/index.m3u8
CCTV1,http://42.237.159.88:8888/hls/1/index.m3u8
CCTV2,http://42.237.159.88:8888/hls/2/index.m3u8
CCTV3,http://42.237.159.88:8888/hls/3/index.m3u8
CCTV4,http://42.237.159.88:8888/hls/4/index.m3u8
CCTV5,http://42.237.159.88:8888/hls/5/index.m3u8
CCTV6,http://42.237.159.88:8888/hls/6/index.m3u8
CCTV7,http://42.237.159.88:8888/hls/7/index.m3u8
CCTV8,http://42.237.159.88:8888/hls/8/index.m3u8
CCTV9,http://42.237.159.88:8888/hls/9/index.m3u8
CCTV10,http://42.237.159.88:8888/hls/10/index.m3u8
CCTV11,http://42.237.159.88:8888/hls/11/index.m3u8
CCTV12,http://42.237.159.88:8888/hls/12/index.m3u8
CCTV13,http://42.237.159.88:8888/hls/13/index.m3u8
CCTV14,http://42.237.159.88:8888/hls/14/index.m3u8
CCTV15,http://42.237.159.88:8888/hls/15/index.m3u8
CCTV1,http://116.3.52.61:81/hls/1/index.m3u8
CCTV2,http://116.3.52.61:81/hls/2/index.m3u8
CCTV3,http://116.3.52.61:81/hls/3/index.m3u8
CCTV4,http://116.3.52.61:81/hls/4/index.m3u8
CCTV5,http://116.3.52.61:81/hls/5/index.m3u8
CCTV6,http://116.3.52.61:81/hls/6/index.m3u8
CCTV7,http://116.3.52.61:81/hls/7/index.m3u8
CCTV8,http://116.3.52.61:81/hls/8/index.m3u8
CCTV9,http://116.3.52.61:81/hls/9/index.m3u8
CCTV10,http://116.3.52.61:81/hls/10/index.m3u8
CCTV11,http://116.3.52.61:81/hls/11/index.m3u8
CCTV12,http://116.3.52.61:81/hls/12/index.m3u8
CCTV13,http://116.3.52.61:81/hls/13/index.m3u8
CCTV14,http://116.3.52.61:81/hls/14/index.m3u8
