📺央视频道,#genre#
CCTV1,http://123.161.90.184:999/hls/1/index.m3u8
CCTV2,http://123.161.90.184:999/hls/2/index.m3u8
CCTV3,http://123.161.90.184:999/hls/3/index.m3u8
CCTV4,http://123.161.90.184:999/hls/4/index.m3u8
CCTV5,http://123.161.90.184:999/hls/5/index.m3u8
CCTV6,http://123.161.90.184:999/hls/6/index.m3u8
CCTV7,http://123.161.90.184:999/hls/7/index.m3u8
CCTV8,http://123.161.90.184:999/hls/8/index.m3u8
CCTV1,http://115.60.252.84:8082/hls/1/index.m3u8
CCTV3,http://115.60.252.84:8082/hls/3/index.m3u8
CCTV4,http://115.60.252.84:8082/hls/4/index.m3u8
CCTV5,http://115.60.252.84:8082/hls/5/index.m3u8
CCTV6,http://115.60.252.84:8082/hls/6/index.m3u8
CCTV8,http://115.60.252.84:8082/hls/8/index.m3u8
CCTV9,http://115.60.252.84:8082/hls/9/index.m3u8
CCTV10,http://115.60.252.84:8082/hls/10/index.m3u8
CCTV11,http://115.60.252.84:8082/hls/11/index.m3u8
CCTV12,http://115.60.252.84:8082/hls/12/index.m3u8
CCTV14,http://115.60.252.84:8082/hls/14/index.m3u8
CCTV-音乐,http://115.60.252.84:8082/hls/16/index.m3u8
CCTV-NEWS,http://115.60.252.84:8082/hls/17/index.m3u8
CCTV1,http://122.114.131.154:4103/hls/1/index.m3u8
CCTV2,http://122.114.131.154:4103/hls/2/index.m3u8
CCTV3,http://122.114.131.154:4103/hls/3/index.m3u8
CCTV5,http://122.114.131.154:4103/hls/4/index.m3u8
CCTV6,http://122.114.131.154:4103/hls/5/index.m3u8
CCTV8,http://122.114.131.154:4103/hls/6/index.m3u8
CCTV14,http://122.114.131.154:4103/hls/7/index.m3u8
CCTV1,http://122.114.131.154:4103/hls/1/index.m3u8
CCTV2,http://122.114.131.154:4103/hls/2/index.m3u8
CCTV3,http://122.114.131.154:4103/hls/3/index.m3u8
CCTV5,http://122.114.131.154:4103/hls/4/index.m3u8
CCTV6,http://122.114.131.154:4103/hls/5/index.m3u8
CCTV8,http://122.114.131.154:4103/hls/6/index.m3u8
CCTV14,http://122.114.131.154:4103/hls/7/index.m3u8
CCTV1,http://122.114.131.154:4103/hls/1/index.m3u8
CCTV2,http://122.114.131.154:4103/hls/2/index.m3u8
CCTV3,http://122.114.131.154:4103/hls/3/index.m3u8
CCTV5,http://122.114.131.154:4103/hls/4/index.m3u8
CCTV6,http://122.114.131.154:4103/hls/5/index.m3u8
CCTV8,http://122.114.131.154:4103/hls/6/index.m3u8
